#Organism/Name	taxid	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.383	38.3334	GCA_003270205.1	chromosome I:CM010065.1; chromosome II:CM010066.1; chromosome III:CM010067.1; chromosome IV:CM010068.1; chromosome V:CM010069.1; chromosome VI:CM010070.1; chromosome VII:CM010071.1; chromosome VIII:CM010072.1; chromosome IX:CM010073.1; chromosome X:CM010074.1; chromosome XI:CM010075.1; chromosome XII:CM010076.1; chromosome XIII:CM010077.1; chromosome XIV:CM010078.1; chromosome XV:CM010079.1; chromosome XVI:CM010080.1	NPPB01	17	-	-	2018/06/28	2019/04/15	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07437066
Calonectria crousiana	1026984	PRJNA562676	562676	Fungi	Ascomycetes	58.0707	50.4	GCA_013406985.1	-	VTGD01	358	-	-	2020/07/13	2020/07/13	Scaffold	FABI	SAMN12647419
Drosophila subobscura	7241	PRJEB38585	668493	Animals	Insects	126.793	45.1	GCA_903684685.1	-	CAHPSY01	6	-	-	2020/10/10	2020/10/10	Scaffold	UNIVERSITAT AUTONOMA DE BARCELONA	SAMEA6864712
Saccharomyces cerevisiae	4932	PRJNA237120	237120	Fungi	Ascomycetes	12.5341	38.3	GCA_000773925.1	-	JSAC01	38	-	-	2014/11/10	2014/11/10	Contig	Pacific Biosciences	SAMN02731377
Thaleichthys pacificus	240832	PRJNA808171	808171	Animals	Fishes	468.776	46.1096	GCA_023658055.1	chromosome 1:CM042852.1; chromosome 2:CM042853.1; chromosome 3:CM042854.1; chromosome 4:CM042855.1; chromosome 5:CM042856.1; chromosome 6:CM042857.1; chromosome 7:CM042858.1; chromosome 8:CM042859.1; chromosome 9:CM042860.1; chromosome 10:CM042861.1; chromosome 11:CM042862.1; chromosome 12:CM042863.1; chromosome 13:CM042864.1; chromosome 14:CM042865.1; chromosome 15:CM042866.1; chromosome 16:CM042867.1; chromosome 17:CM042868.1; chromosome 18:CM042869.1; chromosome 19:CM042870.1; chromosome 20:CM042871.1; chromosome 21:CM042872.1; chromosome 22:CM042873.1; chromosome 23:CM042874.1; chromosome 24:CM042875.1; chromosome 25:CM042876.1; chromosome 26:CM042877.1; chromosome 27:CM042878.1; chromosome 28:CM042879.1; mitochondrion MT:CM042914.1	JAMDYH01	1465	-	-	2022/05/27	2022/06/07	Chromosome	Fisheries and Oceans Canada	SAMN26030915
Silene uniflora	39919	PRJNA699303	699303	Plants	Land Plants	769.231	36.5	GCA_018983105.1	-	JAGPOY01	269914	-	-	2021/06/21	2021/06/21	Scaffold	Bangor University	SAMN17771639
Parastagonospora nodorum	13684	PRJNA612761	612761	Fungi	Ascomycetes	36.7017	50.4	GCA_020572395.1	-	JAIRHG01	799	17330	17213	2021/10/25	2021/10/25	Scaffold	Curtin University of Technology	SAMN14380926
Dentipellis fragilis	205917	PRJNA518010	518010	Fungi	Basidiomycetes	32.1806	54	GCA_004679275.1	-	SEOQ01	2045	11717	11717	2019/04/05	2019/04/05	Scaffold	IHI Zittau / TU Dresden	SAMN10850132
Medicago truncatula	3880	PRJNA256006	256006	Plants	Land Plants	394.059	31.5	GCA_002251935.1	-	MKZU01	1490	-	-	2017/08/15	2017/08/15	Scaffold	National Center for Genome Resources	SAMN04571790
Mortierella sp. AM989	1896186	PRJNA340567	340567	Fungi	Other Fungi	40.1518	43.2	GCA_015502455.1	-	JAAAUM01	4302	11611	11516	2020/11/16	2021/01/04	Scaffold	DOE Joint Genome Institute	SAMN05720439
Komagataella phaffii	460519	PRJNA777939	777939	Fungi	Ascomycetes	9.34768	41.1	GCA_023012885.1	-	JAJJRY01	43	-	-	2022/04/15	2022/04/15	Scaffold	University College Dublin	SAMN22894780
Laodelphax striatellus	195883	PRJNA681673	681673	Animals	Insects	510.211	34.5273	GCA_017141395.1	chromosome 1:CM029530.1; chromosome 2:CM029531.1; chromosome 3:CM029532.1; chromosome 4:CM029533.1; chromosome 5:CM029534.1; chromosome 6:CM029535.1; chromosome 7:CM029536.1; chromosome 8:CM029537.1; chromosome 9:CM029538.1; chromosome 10:CM029539.1; chromosome 11:CM029540.1; chromosome 12:CM029541.1; chromosome 13:CM029542.1; chromosome 14:CM029543.1; chromosome X:CM029544.1	JADWYY01	312	-	-	2021/03/02	2021/03/09	Chromosome	Zhejiang University	SAMN16964796
Udranomia eurus	355195	PRJNA606954	606954	Animals	Insects	340.448	35.7	GCA_018250275.1	-	DWNJ01	152353	-	-	2021/05/03	2022/02/17	Contig	Florida Museum of Natural History	SAMN06232406
Erythroxylum raimondii	2758712	PRJNA648749	648749	Plants	Land Plants	507.565	29.9	GCA_027563555.1	-	JAOQMN01	121815	-	-	2023/01/03	2023/01/03	Scaffold	Iridian Genomes	SAMN18272489
Hieraaetus pennatus	70275	PRJNA831231	831231	Animals	Birds	1216.76	40.7	GCA_025727975.1	-	JAOEIO01	13053	-	-	2022/10/17	2022/10/17	Scaffold	Iridian Genomes	SAMN22787064
Cryphonectria radicalis	40262	PRJNA644891	644891	Fungi	Ascomycetes	40.8322	53.3	GCA_014850315.1	-	JACWTC01	1353	-	-	2020/10/05	2020/10/19	Scaffold	Swiss Federal Research Institute WSL	SAMN15481994
Arabidopsis thaliana	3702	PRJEB23122	549192	Plants	Land Plants	1.75614	36.8	GCA_900233985.1	-	OCXL01	156	-	-	2019/06/17	2019/06/17	Contig	MPI FOR DEVELOPMENTAL BIOLOGY	SAMEA104356381
Leishmania infantum	5671	PRJNA437593	437593	Protists	Kinetoplasts	32.0091	59.5625	GCA_003020905.1	chromosome 1:CP027807.1; chromosome 2:CP027818.1; chromosome 3:CP027829.1; chromosome 4:CP027837.1; chromosome 5:CP027838.1; chromosome 6:CP027839.1; chromosome 7:CP027840.1; chromosome 8:CP027841.1; chromosome 9:CP027842.1; chromosome 10:CP027808.1; chromosome 11:CP027809.1; chromosome 12:CP027810.1; chromosome 13:CP027811.1; chromosome 14:CP027812.1; chromosome 15:CP027813.1; chromosome 16:CP027814.1; chromosome 17:CP027815.1; chromosome 18:CP027816.1; chromosome 19:CP027817.1; chromosome 20:CP027819.1; chromosome 21:CP027820.1; chromosome 22:CP027821.1; chromosome 23:CP027822.1; chromosome 24:CP027823.1; chromosome 25:CP027824.1; chromosome 26:CP027825.1; chromosome 27:CP027826.1; chromosome 28:CP027827.1; chromosome 29:CP027828.1; chromosome 30:CP027830.1; chromosome 31:CP027831.1; chromosome 32:CP027832.1; chromosome 33:CP027833.1; chromosome 34:CP027834.1; chromosome 35:CP027835.1; chromosome 36:CP027836.1	-	36	-	-	2018/03/27	2018/04/06	Complete Genome	Ankara University Faculty of Veterinary Medicine, Department of Parasitology	SAMN08583618
Penicillium solitum	60172	PRJNA225689	225689	Fungi	Ascomycetes	35.2331	47.1	GCA_000952775.2	-	JYNM02	7	-	-	2015/03/13	2016/05/24	Contig	JCVI	SAMN03255773
Sordaria sp. MPI-SDFR-AT-0083	2830617	PRJNA371202	371202	Fungi	Ascomycetes	39.4495	52.1	GCA_020800285.1	-	JAGTJO01	24	11515	11075	2021/11/08	2021/11/08	Contig	DOE Joint Genome Institute	SAMN06296182
Homo sapiens	9606	PRJNA626850	626850	Animals	Mammals	2878.6	40.3	GCA_015125475.1	-	JADEFO01	18045	-	-	2020/10/29	2020/10/29	Scaffold	Academia Sinica	SAMN14178767
Meles meles	9662	PRJEB49353	788863	Animals	Mammals	2738.69	42.4861	GCA_922984935.1	chromosome 1:NC_060066.1/OV277441.1; chromosome 2:NC_060067.1/OV277442.1; chromosome 3:NC_060068.1/OV277443.1; chromosome 4:NC_060069.1/OV277444.1; chromosome 5:NC_060070.1/OV277445.1; chromosome 6:NC_060071.1/OV277446.1; chromosome 7:NC_060072.1/OV277447.1; chromosome 8:NC_060073.1/OV277449.1; chromosome 9:NC_060074.1/OV277450.1; chromosome 10:NC_060075.1/OV277451.1; chromosome 11:NC_060076.1/OV277452.1; chromosome 12:NC_060077.1/OV277453.1; chromosome 13:NC_060078.1/OV277454.1; chromosome 14:NC_060079.1/OV277455.1; chromosome 15:NC_060080.1/OV277456.1; chromosome 16:NC_060081.1/OV277457.1; chromosome 17:NC_060082.1/OV277458.1; chromosome 18:NC_060083.1/OV277459.1; chromosome 19:NC_060084.1/OV277460.1; chromosome 20:NC_060085.1/OV277461.1; chromosome 21:NC_060086.1/OV277462.1; chromosome X:NC_060087.1/OV277448.1; chromosome Y:NC_060088.1/OV277463.1; mitochondrion MT:NC_011125.1/	CAKLPM01	538	31234	50518	2021/12/18	2022/03/21	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA7524400
Homo sapiens	9606	PRJNA611211	611211	Animals	Mammals	2844.49	40.4	GCA_015150115.1	-	JADDFB01	14450	-	-	2020/10/30	2020/10/30	Scaffold	University of California, San Francisco	SAMN14253789
Myathropa florea	2714349	PRJEB50850	806610	Animals	Insects	485.104	40.6095	GCA_930367185.1	chromosome 1:OV884002.1; chromosome 2:OV884003.1; chromosome 3:OV884004.1; chromosome 4:OV884005.1; chromosome X:OV884006.1; chromosome Y:OV884007.1; mitochondrion MT:OV884008.1	CAKNEX01	152	-	-	2022/02/12	2022/02/13	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA7520156
Claviceps purpurea	5111	PRJNA750122	750122	Fungi	Ascomycetes	30.1098	51.8	GCA_022278435.1	-	JAIURR01	1842	-	-	2022/02/16	2022/02/16	Contig	Agriculture and Agri-Food Canada	SAMN11159858
Colletotrichum fioriniae	710243	PRJNA657976	657976	Fungi	Ascomycetes	49.2908	52.4	GCA_020464245.1	-	JACTOH01	3173	-	-	2021/10/13	2021/10/13	Contig	AgriBio	SAMN15904855
Pseudogymnoascus sp. VKM F-3775	1420901	PRJNA216963	216963	Fungi	Ascomycetes	28.5069	49	GCA_000750715.1	-	JPJT01	6880	9472	9472	2014/09/09	2015/11/06	Contig	Moscow State University	SAMN02400937
Macrophomina phaseolina	35725	PRJNA687837	687837	Fungi	Ascomycetes	52.6991	51.6	GCA_020875845.1	-	JAEQDO01	518	-	-	2021/11/15	2021/11/15	Contig	University of Pennsylvania	SAMN17156264
Ovis aries	9940	PRJNA744239	744239	Animals	Mammals	2579.08	42.0732	GCA_022244695.1	chromosome 1:CM039320.1; chromosome 2:CM039321.1; chromosome 3:CM039322.1; chromosome 4:CM039323.1; chromosome 5:CM039324.1; chromosome 6:CM039325.1; chromosome 7:CM039326.1; chromosome 8:CM039327.1; chromosome 9:CM039328.1; chromosome 10:CM039329.1; chromosome 11:CM039330.1; chromosome 12:CM039331.1; chromosome 13:CM039332.1; chromosome 14:CM039333.1; chromosome 15:CM039334.1; chromosome 16:CM039335.1; chromosome 17:CM039336.1; chromosome 18:CM039337.1; chromosome 19:CM039338.1; chromosome 20:CM039339.1; chromosome 21:CM039340.1; chromosome 22:CM039341.1; chromosome 23:CM039342.1; chromosome 24:CM039343.1; chromosome 25:CM039344.1; chromosome 26:CM039345.1	JAHUUR01	1104	-	-	2022/02/15	2022/02/24	Chromosome	University of Kentucky	SAMN19573257
Naumovozyma castellii	27288	PRJNA833221	833221	Fungi	Ascomycetes	11.151	36.7	GCA_023629115.1	-	JAMAJJ01	86	-	-	2022/06/01	2022/06/01	Scaffold	Dalian Medical University	SAMN27964092
Metschnikowia dekortorum	174643	PRJNA312754	312754	Fungi	Ascomycetes	16.7173	48.7	GCA_002370735.1	-	NKZU01	1024	-	-	2017/09/26	2017/09/26	Scaffold	University of Guelph	SAMN04516237
Erythroxylum novogranatense	1862640	PRJNA675212	675212	Plants	Land Plants	848.904	24.2	GCA_025405635.1	-	JAJKBF01	478857	-	-	2022/09/26	2022/09/26	Scaffold	Iridian Genomes	SAMN16692306
Heliconius elevatus bari	1756245	PRJEB8011	288364	Animals	Insects	351.695	31.8	GCA_900068375.1	-	FAPU01	298901	-	-	2015/11/29	2015/11/29	Scaffold	University of Cambridge, UK	SAMEA3670523
Ogataea glucozyma	36023	PRJNA429441	429441	Fungi	Ascomycetes	13.8664	48	GCA_003706155.1	-	PPKO01	533	-	-	2018/10/31	2018/12/31	Scaffold	UW-Madison	SAMN08343371
Cryptococcus neoformans var. neoformans XL280	1396488	PRJNA217913	217913	Fungi	Basidiomycetes	19.0499	48.5253	GCA_002216205.1	chromosome 4:CM008076.1; chromosome 5:CM008077.1; chromosome 9:CM008078.1; chromosome 11:CM008079.1; chromosome 13:CM008080.1	AWPH01	37	-	-	2017/07/10	2017/07/10	Chromosome	Duke mycology group	SAMN07333481
Cordyceps militaris	73501	PRJNA328526	328526	Fungi	Ascomycetes	32.5732	51.6	GCA_003332165.1	-	MQTM01	14	-	-	2018/07/20	2018/07/20	Contig	pangugene	SAMN05375011
Elsinoe australis	40998	PRJNA419078	419078	Fungi	Ascomycetes	27.1228	50.6	GCA_004761995.1	-	QGIG01	603	-	-	2019/04/09	2019/04/09	Scaffold	Charles Sturt University	SAMN08323608
Cercospora apii	132184	PRJNA827019	827019	Fungi	Ascomycetes	33.8213	51.9	GCA_026120055.1	-	JALRMD01	870	-	-	2022/11/10	2022/11/10	Scaffold	Institute of Microbiology, Chinese Academy of Sciences	SAMN27594412
Komagataella pastoris	4922	PRJEB12220	311185	Fungi	Ascomycetes	9.35967	41.1	GCA_900016405.1	-	FBTN01	164	-	-	2016/02/06	2016/02/06	Contig	Center for Biotechnology, Bielefeld University	SAMEA3719047
Globomyces sp. JEL0801	2786946	PRJNA619749	619749	Fungi	Other Fungi	16.1043	35.2	GCA_027595885.1	-	JADGIX01	1339	6786	6698	2023/01/09	2023/01/09	Contig	DOE Joint Genome Institute	SAMN14534833
Shinisaurus crocodilurus	52224	PRJNA726336	726336	Animals	Reptiles	2190	44.8744	GCA_021292165.1	chromosome 1:CM037876.1; chromosome 2:CM037877.1; chromosome 3:CM037878.1; chromosome 4:CM037879.1; chromosome 5:CM037880.1; chromosome 6:CM037881.1; chromosome 7:CM037882.1; chromosome 8:CM037883.1; chromosome 9:CM037884.1; chromosome 10:CM037885.1; chromosome 11:CM037886.1; chromosome 12:CM037887.1; chromosome 13:CM037888.1; chromosome 14:CM037889.1; chromosome 15:CM037890.1; chromosome 16:CM037891.1	JAHFWL01	1553	-	-	2021/12/27	2021/12/28	Chromosome	Institute of Zoology, Chinese Academy of Sciences	SAMN19072228
Cryptococcus neoformans var. grubii MW-RSA1955	1230066	PRJNA174549	174549	Fungi	Basidiomycetes	18.5123	48.2	GCA_002222455.1	-	AMKZ01	487	6940	6940	2017/07/20	2017/07/20	Contig	Broad Institute	SAMN01162755
Psilocybe cubensis	181762	PRJNA835128	835128	Fungi	Basidiomycetes	46.5809	46.0956	GCA_017499595.2	chromosome 1:NC_062999.1/CM038998.1; chromosome 2:NC_063000.1/CM038999.1; chromosome 3:NC_063001.1/CM039000.1; chromosome 4:NC_063002.1/CM039001.1; chromosome 5:NC_063003.1/CM039002.1; chromosome 6:NC_063004.1/CM039003.1; chromosome 7:NC_063005.1/CM039004.1; chromosome 8:NC_063006.1/CM039005.1; chromosome 9:NC_063007.1/CM039006.1; chromosome 10:NC_063008.1/CM039007.1; chromosome 11:NC_063009.1/CM039008.1; chromosome 12:NC_063010.1/CM039009.1; chromosome 13:NC_063011.1/CM039010.1; mitochondrion MT:NW_025952838.1/CM029846.1	JAFIQS02	21	13556	13330	2021/03/22	2022/02/04	Chromosome	NCBI	SAMN17831733
Tetradesmus obliquus	3088	PRJNA593662	593662	Plants	Green Algae	172.339	52	GCA_014621415.1	-	WOXY01	2772	-	-	2020/09/17	2020/09/17	Contig	Shanghaijiaotong university	SAMN13483351
Tyrannoseira gladiata	2016768	PRJNA656897	656897	Animals	Insects	33.7788	39.9	GCA_027744355.1	-	JAHZNH01	2267	-	-	2023/01/11	2023/01/11	Scaffold	Nanjing Agricultural University	SAMN15962573
Claviceps sp. LM84 group G4	2559225	PRJNA750122	750122	Fungi	Ascomycetes	28.6392	51.4	GCA_022275515.1	-	JAIURI01	2119	-	-	2022/02/16	2022/02/16	Contig	Agriculture and Agri-Food Canada	SAMN11159876
Ridgeia piscesae	27915	PRJNA786438	786438	Animals	Other Animals	658.248	41	GCA_025642075.1	-	JAODUO01	9128	-	-	2022/10/11	2022/10/11	Contig	Universite de Montreal	SAMN26521182
Pseudozyma hubeiensis SY62	1305764	PRJDB993	203274	Fungi	Basidiomycetes	18.4429	56.5	GCA_000403515.1	-	BAOW01	74	7619	7472	2013/05/16	2015/09/16	Scaffold	Kitami Institute of Technology	SAMD00002584
Plasmodium falciparum 377.1	1245020	PRJNA178339	178339	Protists	Apicomplexans	37.2014	20	GCA_001861065.1	-	JPSG01	2025	-	-	2016/11/02	2016/11/02	Contig	Institute for Genome Sciences	SAMN02374901
Homo sapiens	9606	PRJNA627010	627010	Animals	Mammals	2853.75	40.3	GCA_015075045.1	-	JADDZL01	16314	-	-	2020/10/29	2020/10/29	Scaffold	Academia Sinica	SAMN14178688
Aspergillus clavatus NRRL 1	344612	PRJNA15664	15664	Fungi	Ascomycetes	27.8594	49.2	GCA_000002715.1	-	AAKD03	143	9379	9121	2005/09/09	2014/08/06	Scaffold	J. Craig Venter Institute	SAMN02953636
Aspergillus flavus	5059	PRJDB5757	510191	Fungi	Ascomycetes	37.0208	48.3	GCA_003967755.1	-	BEXQ01	991	-	-	2018/12/14	2018/12/14	Scaffold	Obihiro University of Agriculture and Veterinary Medicine	SAMD00081538
Aureobasidium melanogenum	46634	PRJNA661658	661658	Fungi	Ascomycetes	23.4192	50.1	GCA_018290075.1	-	JACXJB01	14	-	-	2021/05/06	2021/05/06	Contig	Ocean University of China	SAMN16177517
Saccharomyces cerevisiae	4932	PRJNA680387	680387	Fungi	Ascomycetes	11.6193	38.1	GCA_017866465.1	-	JAEDRN01	346	-	-	2021/04/08	2021/04/08	Scaffold	Institute of Microbiology	SAMN16879083
Toxoplasma gondii	5811	PRJNA638608	638608	Protists	Apicomplexans	64.7217	52.347	GCA_016808245.1	chromosome Ia:CM029024.1; chromosome Ib:CM029025.1; chromosome II:CM029026.1; chromosome III:CM029027.1; chromosome IV:CM029028.1; chromosome V:CM029029.1; chromosome VI:CM029030.1; chromosome VIIa:CM029031.1; chromosome VIII:CM029032.1; chromosome IX:CM029033.1; chromosome X:CM029034.1; chromosome XI:CM029035.1; chromosome XII:CM029036.1	JACGUD01	27	-	-	2021/02/04	2021/02/04	Chromosome	University of Pittsburgh	SAMN15203628
Hordeum vulgare subsp. vulgare	112509	PRJEB43157	706986	Plants	Land Plants	4064.89	44.3729	GCA_905310525.1	chromosome 1H:HG994374.1; chromosome 2H:HG994375.1; chromosome 3H:HG994376.1; chromosome 4H:HG994377.1; chromosome 5H:HG994378.1; chromosome 6H:HG994379.1; chromosome 7H:HG994380.1	CAJNQB01	52651	-	-	2021/03/05	2021/03/05	Chromosome	Leibniz Institute of Plant Genetics and Crop Plant Research	SAMEA8103062
Muschampia leuzeae	2705508	PRJNA606954	606954	Animals	Insects	28.5928	33.9	GCA_018230845.1	-	DWBL01	91004	-	-	2021/05/03	2022/02/17	Contig	Florida Museum of Natural History	SAMN13920743
Cebidichthys violaceus	271503	PRJNA807354	807354	Animals	Fishes	575.66	42	GCA_023349555.1	-	JAKSXS01	725	-	-	2022/05/12	2022/05/12	Scaffold	UCLA	SAMN25872352
Acidiella bohemica	1176733	PRJNA725650	725650	Fungi	Ascomycetes	26.8336	56.9	GCA_019670975.1	-	JAGUCJ01	62	-	-	2021/08/18	2021/08/18	Contig	South China Normal University	SAMN18897979
Penicillium polonicum	60169	PRJNA481666	481666	Fungi	Ascomycetes	33.9201	46.7	GCA_003344595.1	-	QPIC01	32	-	-	2018/07/27	2019/03/13	Scaffold	Chinese Academy of Agricultural Sciences	SAMN04395165
Homo sapiens	9606	PRJNA611317	611317	Animals	Mammals	2862.69	40.5	GCA_015144845.1	-	JADCUE01	14587	-	-	2020/10/30	2020/10/30	Scaffold	University of California, San Francisco	SAMN00000427
Phytophthora cactorum	29920	PRJNA391273	391273	Protists	Other Protists	59.7594	50.8	GCA_016865085.1	-	RCMU01	4452	27863	28557	2021/02/11	2021/02/11	Scaffold	NIAB-East Malling Research	SAMN08638079
Coemansia sp. RSA 1086	2849844	PRJNA738968	738968	Fungi	Other Fungi	13.2778	49.8	GCA_027595785.1	-	JANBOL01	613	6084	6009	2023/01/06	2023/01/06	Contig	University of Florida	SAMN19768547
Toxoplasma gondii RH	383379	PRJNA294483	294483	Protists	Apicomplexans	69.3493	50.5	GCA_001593265.1	-	LLKL01	441	-	-	2016/03/16	2016/03/16	Scaffold	University of Malaya	SAMN04026592
Boloria selene	191398	PRJEB43009	702401	Animals	Insects	399.918	32.8518	GCA_905231865.2	chromosome 1:HG993132.1; chromosome 2:HG993133.1; chromosome 3:HG993134.1; chromosome 4:HG993135.1; chromosome 5:HG993137.1; chromosome 6:HG993138.1; chromosome 7:HG993139.1; chromosome 8:HG993140.1; chromosome 9:HG993141.1; chromosome 10:HG993142.1; chromosome 11:HG993143.1; chromosome 12:HG993144.1; chromosome 13:HG993145.1; chromosome 14:HG993146.1; chromosome 15:HG993147.1; chromosome 16:HG993148.1; chromosome 17:HG993149.1; chromosome 18:HG993150.1; chromosome 19:HG993151.1; chromosome 20:HG993152.1; chromosome 21:HG993153.1; chromosome 22:HG993154.1; chromosome 23:HG993155.1; chromosome 24:HG993156.1; chromosome 25:HG993157.1; chromosome 26:HG993158.1; chromosome 27:HG993159.1; chromosome 28:HG993160.1; chromosome 29:HG993161.1; chromosome W:HG993136.1; chromosome Z:HG993131.1; mitochondrion MT:HG998571.1	-	32	-	-	2021/02/14	2021/03/24	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA7523131
Thlaspi arvense	13288	PRJNA222676	222676	Plants	Land Plants	343.012	38.5	GCA_000956625.1	-	AZNP01	6768	-	-	2015/03/19	2015/07/02	Scaffold	University of Minnesota	SAMN02374852
Venturia inaequalis	5025	PRJNA407103	407103	Fungi	Ascomycetes	35.8276	48.5	GCA_003691115.1	-	QWYT01	2658	-	-	2018/10/26	2018/10/26	Scaffold	INRA	SAMN07816605
Strigomonas oncopelti	5657	PRJNA203518	203518	Protists	Kinetoplasts	24.9629	55	GCA_000482165.1	-	AUXK01	8626	-	-	2013/10/25	2014/08/06	Contig	Virginia Commonwealth University	SAMN02953864
Neolamprologus hecqui	329912	PRJNA550295	550295	Animals	Fishes	715.079	40.4	GCA_015102335.1	-	VUYX01	66868	-	-	2020/10/29	2020/10/29	Scaffold	"CICHLID~X"	SAMN12123582
Gossypium hirsutum	3635	PRJNA739494	739494	Plants	Land Plants	2292.48	34.4642	GCA_024704785.1	chromosome A01:CM045499.1; chromosome A02:CM045500.1; chromosome A03:CM045501.1; chromosome A04:CM045502.1; chromosome A05:CM045503.1; chromosome A06:CM045504.1; chromosome A07:CM045505.1; chromosome A08:CM045506.1; chromosome A09:CM045507.1; chromosome A10:CM045508.1; chromosome A11:CM045509.1; chromosome A12:CM045510.1; chromosome A13:CM045511.1; chromosome D01:CM045512.1; chromosome D02:CM045513.1; chromosome D03:CM045514.1; chromosome D04:CM045515.1; chromosome D05:CM045516.1; chromosome D06:CM045517.1; chromosome D07:CM045518.1; chromosome D08:CM045519.1; chromosome D09:CM045520.1; chromosome D10:CM045521.1; chromosome D11:CM045522.1; chromosome D12:CM045523.1; chromosome D13:CM045524.1	JAHRHM01	277	-	-	2022/08/16	2022/08/16	Chromosome	The institute of Cotton Research of Chinese Academy Agricultural Sciences	SAMN19790801
Sisor rabdophorus	385310	PRJNA619549	619549	Animals	Fishes	548.715	34.4	GCA_026260075.1	-	JAOTQW01	119702	-	-	2022/11/21	2022/11/21	Scaffold	Iridian Genomes	SAMN14500241
Margaritispora aquatica	359797	PRJNA553645	553645	Fungi	Ascomycetes	42.5173	45.8	GCA_007644065.1	-	VJWN01	61	-	-	2019/07/30	2019/07/30	Scaffold	Nakdonggang National Institute of Biological Resources	SAMN12241777
Fusarium oxysporum	5507	PRJNA575312	575312	Fungi	Ascomycetes	49.0866	47.6	GCA_009298315.1	-	WGQE01	3187	-	-	2019/10/25	2019/10/25	Contig	AGRIBIO, CENTRE FOR AGRIBIOSCIENC	SAMN12869152
Planigale ingrami	34895	PRJEB39788	690434	Animals	Mammals	1.61106	45.3	GCA_904813785.1	-	CAJGSD01	1914	-	-	2021/01/25	2021/02/21	Contig	AUSTRALIAN NATIONAL UNIVERSITY	SAMEA7321307
Aspergillus flavus	5059	PRJNA492745	492745	Fungi	Ascomycetes	36.8471	48.1	GCA_003953695.1	-	RAXN01	282	-	-	2018/12/18	2018/12/18	Scaffold	USDA ARS	SAMN10103212
Talaromyces thailandensis	1297587	PRJNA644637	644637	Fungi	Ascomycetes	31.8138	43.4	GCA_019828575.1	-	JACVQZ01	581	-	-	2021/08/31	2021/08/31	Scaffold	Jet Propulsion Laboratory, California Institute of Technology	SAMN15793537
Gallinago undulata	1118562	PRJNA691171	691171	Animals	Birds	1129.62	41.5	GCA_026546715.1	-	JAOTQQ01	12359	-	-	2022/11/30	2022/11/30	Scaffold	Iridian Genomes	SAMN17283438
